string,result,anomaly
dbcbdacd,1,2
bbaddbad,0,0
bbadcaac,0,0
cbabdaab,0,0
abcbbaaa,0,0
cbaacaab,0,0
dccddacd,0,2
cbcddaad,0,0
ccaddaad,0,0
ddbbdacd,1,1
caaddaad,0,0
cbbbdaab,0,0
ddbddacd,1,1
baaddaad,0,0
dbcbdacd,1,2
cbbcdaab,0,0
bbbddaad,0,0
bbbbdaab,0,0
ddaddbcd,1,1
bbaddabd,0,0
dcacdaab,0,0
cbabdbbb,0,0
dacddbcd,0,2
cbbacaab,0,0
cbbacaaa,0,0
babbdaab,0,0
bbabdaab,0,0
cbcddaad,0,0
cbbadaab,0,0
caabdaab,0,0
dcbdcaad,0,0
cdbddaad,1,0
ccaddaac,0,0
caadcaac,0,0
ddbadabb,1,0
dbaacaab,0,0
dcaadbab,0,0
cbbdcaad,0,0
cabdcaac,0,0
bcbddaad,0,0
babbcbab,0,0
dbbddaad,0,0
cdaddaad,1,0
bbbacaab,0,0
dcbbdbcb,0,0
ddbbdbcd,1,1
babddaad,0,0
ddbcdacc,1,1
ccaadaab,0,0
ddcddbcd,1,1
cdaddaad,1,0
bbaddaad,0,0
bbabdabb,0,0
ccaacbab,0,0
ccbbdabb,0,0
bcabdaab,0,0
ddbadacd,1,1
bcbbdaab,0,0
dcbcdbbb,0,0
caadcaac,0,0
bbcdbaac,0,0
ccbbcaab,0,0
ddabdccb,1,0
dccacacd,1,2
dcaddaad,0,0
ccabdaab,0,0
bbbbdaab,0,0
dbcadacd,1,2
ddabdacd,1,1
dacddacd,1,2
ddbddacd,1,1
ccbbdbbb,0,0
cdaacacb,1,0
cbccdabb,0,0
ddbddacd,1,1
bbadcaac,0,0
ccabdabb,0,0
bbadcaad,0,0
ccbacabb,0,0
cbadcaac,0,0
ccabcaab,0,0
cdabdaab,1,0
ccbdbaac,0,0
cbadcabc,0,0
cccbcabb,0,0
ddaddacd,1,0
cbbdcbad,0,0
bbaadaab,0,0
baadcabd,0,0
ddaddbcd,1,1
cbbddaad,0,0
babadaab,0,0
dccbdacd,1,2
dccadacd,1,2
cbadcaac,0,0
ddaadacd,1,1
dbbadaab,0,0
ddccdcbb,1,0
ccbbdbab,0,0
ddabdacd,1,1
dccddbcd,0,2
cbbddbad,0,0
dcbbcacb,0,0
ccbbdaab,0,0
cbabdaab,0,0
ccbddaad,0,0
ccaddaad,0,0
ddaddacd,1,1
cbaadaab,0,0
aaacbaac,0,0
ddaddabd,1,0
cdabdacb,1,0
dbcadacd,1,2
dccddbcd,0,2
ddccdccd,1,1
dacbdacd,1,2
caabcbab,0,0
cdcdcbbd,1,0
ddbddacd,1,1
dcaddaad,0,0
bbbadaab,0,0
bbbddaad,0,0
ddaddacd,1,1
ddaddacd,1,1
dbbadaab,0,0
ddaddcbd,1,0
bcbbcaab,0,0
bbaadaab,0,0
bcaacaab,0,0
ddbddbcd,1,1
cbabdbab,0,0
ddaadabb,1,0
ccaddaad,0,0
bdbddaad,1,0
ccacdabb,0,0
bbaddaad,0,0
ddaddacd,1,1
ccbddaad,0,0
acbbdaab,0,0
cbbcdaad,0,0
cbadcaac,0,0
ddabdbbb,1,0
dbadbbac,1,0
cbadcbbc,0,0
dbaadabb,0,0
bbbadaab,0,0
ccbbdaab,0,0
dcaddbad,0,0
bcbddabd,0,0
dccadacd,1,2
acbbdaab,0,0
cbbdcaac,0,0
bbbacaab,0,0
ddbbdacd,1,1
ccadbbbc,0,0
ccabdbab,0,0
cdabdaab,1,0
ddaadacd,1,1
bcbddcad,0,0
ddcddacd,1,0
aaabbaba,0,0
ccbbdabb,0,0
ccbdcaad,0,0
ddbadaab,1,0
bcaddaad,0,0
bbbacabb,0,0
bbbddaad,0,0
ccbbdaab,0,0
cbbbdaab,0,0
ddaadacc,1,1
cbaddaad,0,0
baaddaad,0,0
dacacbcd,1,2
ddaadacd,1,1
ddbddacd,1,1
bcaadaab,0,0
ddabdacd,1,1
cccddcad,0,0
cabadbab,0,0
cbadcaad,0,0
ccbbdaab,0,0
cbaddaad,0,0
bcaadaab,0,0
dacddacd,1,2
ddbddacd,1,1
ddaddaad,1,0
bbbbcaab,0,0
cbadcaac,0,0
dccddacd,0,2
ddabdacd,1,1
dccddbcd,0,2
ccbbdaab,0,0
abbbdaab,0,0
ddbbdacd,1,1
cabbdaab,0,0
dbcbdacd,1,2
cbadcacd,0,0
ccabcaab,0,0
cbabdabb,0,0
dccddacd,0,2
cbaddaad,0,0
dbcbdacd,1,2
bcbddaad,0,0
cdaacbbb,1,0
caabdabb,0,0
cbaddaad,0,0
cbbddaad,0,0
cbadbaac,0,0
baaadaaa,0,0
caabdabb,0,0
cbaddaad,0,0
bbabdaab,0,0
ddbdcacd,1,0
baaacbab,0,0
ddabdacd,1,1
cdaacaab,1,0
daaadaab,0,0
ccaddaac,0,0
babbdabb,0,0
bbaabaaa,0,0
bbaacabb,0,0
ccbbcaab,0,0
ccbcdbbb,0,0
ababdaab,0,0
cdadcaad,1,0
bcbbcbbb,0,0
bbcddaad,0,0
caaadaab,0,0
bcbcdaab,0,0
caacdaad,0,0
ccabdabb,0,0
bcaadaab,0,0
cdbbdabb,1,0
cbbbcaab,0,0
cbbcdaab,0,0
babdcaac,0,0
ccaacaab,0,0
bcbddaad,0,0
ccaddaad,0,0
abaddaac,0,0
ddbddbcd,1,1
ddccdacd,1,1
dbaddacd,0,0
bcbacabb,0,0
bbaddaad,0,0
cbbbcaab,0,0
dacbdbcd,1,2
dccdcacd,0,2
cdabcaab,1,0
bbadcaad,0,0
bbbdcaac,0,0
ccbbdaab,0,0
bcbacabb,0,0
bbaddaad,0,0
ddbddbcd,1,1
ddbcdbbb,1,0
ddbcdacd,1,1
ccaacaab,0,0
ddbadbcb,1,0
dcabdaab,0,0
ccbdcabd,0,0
dbbdcaac,0,0
bbaadaab,0,0
bbaddaad,0,0
ddbbdbcc,1,1
cbccdaab,0,0
cbaddabd,0,0
dcbbdbab,0,0
ddbddacd,1,1
cbbbdaab,0,0
cbcddaad,0,0
ddbbdbcb,1,0
cabacaab,0,0
ddaddacd,1,1
ddaddacd,1,1
ddabdaab,1,0
ddabdacd,1,1
dcaddabd,0,0
ddbcdbcd,1,1
dabadbbb,0,0
cbbddaad,0,0
babddaad,0,0
dccadbab,0,0
ccabcaab,0,0
cbbbcbab,0,0
cbaddbad,0,0
cbbbdabb,0,0
ccaadabb,0,0
bcaacaab,0,0
bbabdabb,0,0
baaddabd,0,0
cdbddabd,1,0
dbcdcacd,0,2
ccbbdaab,0,0
ccaddaad,0,0
dcbbdaab,0,0
dcbbdabb,0,0
bbbbdaab,0,0
cdbdcaac,1,0
dbcdcacd,0,2
baaddacd,0,0
ddcbdacd,1,2
dbaacabb,0,0
dabadaab,0,0
dbcddacd,0,2
ccbdcabd,0,0
dbaadaab,0,0
bbbacaab,0,0
ddbbdccb,1,0
bbbddaad,0,0
ccaddaad,0,0
bbaacaab,0,0
dbcbcacd,1,2
dbaddaad,0,0
cbbddaad,0,0
dbccdacd,0,2
dcbbdaab,0,0
ccadcaad,0,0
ccccdacb,0,0
dccadbab,0,0
cbbacaab,0,0
ccbddabd,0,0
cbaddacd,0,0
ddaadacd,1,1
cbbbbaaa,0,0
baacdbab,0,0
ddaddabd,1,0
ababdaab,0,0
dacbdacd,1,2
ddccdacd,1,1
bbadcaac,0,0
ddcddacd,1,1
cbbddaad,0,0
ccaacaab,0,0
bcaacaab,0,0
cdbddaad,1,0
ddaddabd,1,0
caaddaad,0,0
ccabdaab,0,0
ccaddaad,0,0
ddaddacd,1,1
dacbdacd,1,2
ccbbdabb,0,0
cbccdaab,0,0
ccbbdaab,0,0
ccadcaad,0,0
dbcbdacd,1,2
dbcbdacd,1,2
bbccdaab,0,0
cdadcaad,1,0
dccadacd,1,2
cdbddaad,1,0
cbbddaad,0,0
ddaddacd,1,1
bbbddaad,0,0
bccddaad,0,0
bbbddaad,0,0
cdacdaab,1,0
bbbdcaad,0,0
bcaddaad,0,0
bbbdcaad,0,0
ccadcacc,0,0
cccccaab,0,0
ddcbdabb,1,0
bcbbcbab,0,0
ddabdacd,1,1
cbbadaab,0,0
ddacdacd,1,1
ddcbdacd,1,1
cdaadbab,1,0
bbabcabb,0,0
dacdcacd,1,2
dbcddacd,0,2
ddbcdbbb,1,0
ddaddacd,1,1
ddaddacd,1,1
cbbbdaab,0,0
ccbdcaad,0,0
baabdaab,0,0
dccbdacd,1,2
dccddacd,0,2
cbadcaac,0,0
dbcdcacd,0,2
ddbddacd,1,1
cbbdcaad,0,0
cbbddaad,0,0
cabbdaab,0,0
cbbbdaab,0,0
cbaddaad,0,0
ddabdbcd,1,1
dacbdacd,1,2
cbccdaab,0,0
ccaddaad,0,0
cbbddaad,0,0
dccddacd,0,2
dcaddaad,0,0
dcbcdaad,0,0
ccaddaac,0,0
ccabdabb,0,0
dcbadabb,0,0
ccadcaad,0,0
ddcddacd,1,2
bbbddaad,0,0
cbaddabd,0,0
cbaddabd,0,0
dcbadaab,0,0
bbbbdaab,0,0
ddabdacd,1,1
caabdaab,0,0
bbcddaad,0,0
cbadcaac,0,0
ccbddaad,0,0
cabadaab,0,0
abbdcaac,0,0
cbaadaab,0,0
bbaddaac,0,0
dbcddaad,0,0
dbaddabc,0,0
cbbddaad,0,0
ddaddacd,1,1
cbbddaad,0,0
aaabdaab,0,0
ddbbcbab,1,0
dbcadacd,1,2
dccbdacd,1,2
bbaddaad,0,0
cbaddaad,0,0
dcadcaac,0,0
dcbbdaab,0,0
caaadaab,0,0
cdbbcaab,1,0
dbcadacd,1,2
ccbddabd,0,0
bcaddaad,0,0
dbadcabc,0,0
ddbbdacd,1,1
dbccdbcd,0,2
cbacdbab,0,0
cbbddaad,0,0
cbaadaab,0,0
cabddaad,0,0
ccbbdabb,0,0
cbbddaad,0,0
bbadcaac,0,0
ddbddcad,1,0
dbbddaad,0,0
babbdaab,0,0
dccbdacd,1,2
cabddaac,0,0
dcbdcabd,0,0
ddaadacd,1,1
cbaddaad,0,0
ddbddacd,1,1
baaadaab,0,0
abaacaaa,0,0
cbbbdaab,0,0
ccbbdaab,0,0
ddbddacd,1,1
acabdaab,1,0
cbaddaad,0,0
acaacaab,0,0
baaacaaa,0,0
ddabdacd,1,1
ddaadacc,1,1
cbacdaab,0,0
cbbcdaab,0,0
dbadcabc,0,0
bbcbcaab,0,0
cbaadaab,0,0
ddacdacd,1,1
bbabdaab,0,0
dccbdbcd,1,2
baaadaab,0,0
cbbbcaab,0,0
ddbddbbd,1,0
ddaddaad,1,0
ccbddbad,0,0
cccddaad,0,0
ccaddbad,0,0
ccadcaad,0,0
dccddacd,0,2
caabdaab,0,0
cbaddaac,0,0
abbcdaab,0,0
baaddaad,0,0
dbcadacd,1,2
ccbddabd,0,0
ccabdaab,0,0
ddbbdacd,1,1
babbcaaa,0,0
bbbbdaab,0,0
cbbadaab,0,0
bbabdaab,0,0
dbbbdacb,0,0
ddbddbcd,1,1
cbaddbad,0,0
cbbddaad,0,0
acadcabd,0,0
cbbccaab,0,0
ccaddaad,0,0
cbaddaad,0,0
ccbddaad,0,0
ddbddbbd,1,0
ccaadaab,0,0
ccaddaad,0,0
ddbbdbcd,1,1
cdbcdbab,1,0
cdbdcaad,1,0
dacadacd,1,2
dcaadaab,0,0
cdaacaab,1,0
bbcddaad,0,0
ddbadacc,1,1
babddaad,0,0
cbbadaab,0,0
dccbdacd,1,2
bcaddaad,0,0
cabdcaad,0,0
ccaddbac,0,0
cbbbdabb,0,0
cdaddbad,1,0
dbcdcacd,0,2
dccadacd,1,2
bbbdcaad,0,0
cccddaad,0,0
dcbadccb,0,0
ccaddaad,0,0
cbbadaab,0,0
cbadcaac,0,0
dbcddacd,0,2
ccbbdaab,0,0
bbbbcaab,0,0
dbbbdaab,0,0
cbaddaad,0,0
bcaacaab,0,0
ddbddbad,1,0
bbabdaab,0,0
bbbadaab,0,0
ddcddacd,1,1
bcabcaab,0,0
dcaddabd,0,0
cabbdaab,0,0
cdbdcabd,1,0
cbbbdabb,0,0
dccadaab,0,0
bbbadaab,0,0
cbbdcacd,0,0
ccbbdaab,0,0
bbbbdaab,0,0
ddaddacd,1,1
dbbcdaad,0,0
cbcddbad,0,0
cbbadaab,0,0
dcaddaad,0,0
cbaddaad,0,0
ddbbdbcd,1,1
dbcddacd,0,2
cbadccad,0,0
acadcaac,0,0
daaadabb,0,0
cabcdaab,0,0
ddaddacd,1,1
ccaadabb,0,0
cdbddacd,1,0
cbbddbbd,0,0
ddabdacd,1,1
ccaddaad,0,0
ccbadabb,0,0
dccadacd,1,2
cbadcaad,0,0
aaabdcab,1,0
cdbcdbbb,1,0
ddbddbcd,1,1
dbcbdacd,1,2
ccbddaad,0,0
bbaadaab,0,0
bbbbbaab,0,0
abaadaab,0,0
cccbcaab,0,0
ddbddabd,1,0
dccddacd,0,2
ddcddcbd,1,0
dccacacd,1,2
bbbadaab,0,0
ccbbdaab,0,0
cbbddaad,0,0
bbbddabd,0,0
cdbdcaad,1,0
bbaddaad,0,0
dcadcaad,0,0
ccbcdaab,0,0
ccbbdaab,0,0
dccbdacd,1,2
ccbddabd,0,0
bbaddaad,0,0
cbcddaad,0,0
cdabcbab,1,0
caabdaab,0,0
cbaadaab,0,0
ddbddaad,1,0
ccbbdaab,0,0
bcadcaad,0,0
bcabdaab,0,0
bdaccaac,1,0
ddbddacd,1,1
ddabdaab,1,0
abbddaad,0,0
dccacacd,1,2
cbabdaab,0,0
cbbacaab,0,0
cbbadaab,0,0
cbaddabd,0,0
ddbbdacc,1,1
bbabdaab,0,0
cbaddaad,0,0
dccadacd,1,2
abbddaad,0,0
cbbdcaad,0,0
cbbbdaab,0,0
ccbadabb,0,0
cbaddcad,0,0
cbadcaac,0,0
baadcaac,0,0
ddbbdacd,1,1
cbaddacd,0,0
ccbbdaab,0,0
dbcddacd,0,2
bbbddaad,0,0
acbddaad,0,0
ddaadbcd,1,1
aaadcaac,0,0
babbdaab,0,0
ccbbcaab,0,0
caadcbad,0,0
baaadaab,0,0
caccdaab,0,0
bbbadaab,0,0
bbaddaad,0,0
aaaacaab,0,0
ccaadaab,0,0
ccbddabd,0,0
bcaaccab,0,0
bcadcaad,0,0
cbabcaab,0,0
ccaddbbd,0,0
ccbddabd,0,0
cccbccab,0,0
dcbddabd,0,0
caabdaab,0,0
cbccdaab,0,0
bbadcbac,0,0
dcbddbad,0,0
ccbccabb,0,0
dccadacd,1,2
cbbdcaad,0,0
cbaacabb,0,0
cbbdcabd,0,0
bcabcaaa,0,0
dcbddaad,0,0
ddbbdacd,1,1
ddcbdacd,1,1
bbaadaab,0,0
cbbddabd,0,0
dbcbcacd,1,2
baaddaad,0,0
bbaadaab,0,0
ababcaaa,0,0
dccddacd,0,2
ccabdaab,0,0
abbbcaaa,0,0
cbbacaab,0,0
ccaacaab,0,0
dcaddbad,0,0
cabddaad,0,0
aaaddaad,0,0
bbbacaab,0,0
bcbacaab,0,0
cbaddcad,0,0
cdaddaad,1,0
bbbddaad,0,0
cabbdbab,0,0
aabddaad,0,0
dcabdabb,0,0
bbaccaac,0,0
daaddaad,0,0
dcabdaab,0,0
dccbdacd,1,2
dbbbdbab,0,0
cbaacaab,0,0
cbadcaac,0,0
ddcadacd,1,2
bccddbbd,0,0
cdaddabd,1,0
dcbddaad,0,0
cacddaad,0,0
cabbdabb,0,0
ddbcdacc,1,1
bdbbdaab,1,0
cbbdcaac,0,0
cabbdabb,0,0
ddcddbbd,1,0
dcadbbad,1,0
cbbddbad,0,0
ddcbdacd,1,2
dbcadaab,0,0
ddaddacd,1,1
cdabdaab,1,0
dccadbcb,0,0
ddaddacd,1,1
ddabdbbb,1,0
cbadcaad,0,0
dabacabb,0,0
caabdabb,0,0
bbbcdaab,0,0
cbbadaab,0,0
dcbadabb,0,0
dbcddaad,0,0
cabddaad,0,0
cbbbdaab,0,0
cbbccabd,0,0
cabbdaab,0,0
cbbddaad,0,0
ddaddacd,1,1
ddbddbbd,1,0
bbaddaad,0,0
ccbddaad,0,0
dcaadabb,0,0
ccbbdaab,0,0
dccddacd,0,2
dcccdacb,0,0
ccbbdaab,0,0
caadcaac,0,0
bacbcacb,0,0
caaacaaa,0,0
ccadcaad,0,0
bbcdcaac,0,0
cbaddaad,0,0
cbbddaad,0,0
cacadaab,0,0
ccbbdaab,0,0
ddaadacd,1,1
bbabcaab,0,0
aaadcaac,0,0
caaddabc,0,0
dacacacd,1,2
cabdcaad,0,0
ccaadaab,0,0
dbbccaab,0,0
cdbbdbab,1,0
cbcddaad,0,0
dccddccd,0,2
cbccdaab,0,0
bbadcaad,0,0
ddbddbcd,1,1
cbaadaab,0,0
ccbddbbd,0,0
ccaddaad,0,0
ccbcdaab,0,0
dcccdacd,0,2
babccbab,0,0
bbadbaac,0,0
ddbddccd,1,1
cbaddaad,0,0
cdaadaab,1,0
dbcbdacd,1,2
dbcbdacd,1,2
ddbddacd,1,1
cdaabaaa,1,0
cbbddcad,0,0
cbaadabb,0,0
cbbadaab,0,0
cbaddaad,0,0
ddbddabd,1,0
cbbbcabb,0,0
ddcddacd,1,2
cbaacaab,0,0
dbcddacd,0,2
ddabdabb,1,0
ddbddacd,1,1
ccbccaab,0,0
ddccdacd,1,1
ddbddacd,1,1
cbbacaab,0,0
ddbddabd,1,0
ddacdacd,1,1
bbbbcabb,0,0
ddaddacd,1,1
ddbbdbbb,1,0
ddbadacc,1,1
cbbddaad,0,0
bbbbdaab,0,0
dcbddbbd,0,0
dbcbcacd,1,2
caaddaac,0,0
bbbacaab,0,0
dbcddacd,0,2
dcbbdacb,0,0
cbbbdaab,0,0
ddcadaab,1,0
ccbddaad,0,0
cbbddabd,0,0
ccaddaad,0,0
ddcddbcd,1,2
cbbbdaab,0,0
cbbadaab,0,0
bbadcaad,0,0
ddcddacd,1,2
dacbcacd,1,2
ddbadacd,1,1
dbcbdacd,1,2
dcbbcabb,0,0
cbadbcac,1,0
ddbadaab,1,0
cbbddbad,0,0
baaadaab,0,0
bbaadabb,0,0
cbbddaad,0,0
bcaadaab,0,0
ddacdacd,1,1
cbabdaab,0,0
cbadcbbc,0,0
cdbbdaab,1,0
bdadcaad,1,0
ccaadaab,0,0
ccadcaad,0,0
bbaddaac,0,0
bbbdcaad,0,0
bbadcaac,0,0
ddaddacd,1,1
cbbdcaad,0,0
dbbddaad,0,0
cbaddaad,0,0
dccadacd,1,2
cbaadaab,0,0
babadaab,0,0
cbaddaad,0,0
ccbadaab,0,0
caabcaaa,0,0
ddbbdacd,1,1
bbbbdaab,0,0
cbbdcabd,0,0
abaacaaa,0,0
cbbbdaab,0,0
baaddaad,0,0
cbaadaab,0,0
bdaacbbb,1,0
cbadcabc,0,0
bbaddaad,0,0
cbabdaab,0,0
bacdcaac,0,0
bcaccaac,0,0
dbaddaad,0,0
ccbdcaad,0,0
bbbbdaab,0,0
cbadcabd,0,0
ccaddaad,0,0
cbaddaad,0,0
bbbbdaab,0,0
cbaadaab,0,0
caadbaac,0,0
cbaddaad,0,0
ddcadacd,1,2
dbaddabd,0,0
cbabdaab,0,0
dbcbcacd,1,2
cbbbdaab,0,0
ddaddacd,1,1
cbcbdaab,0,0
dccddacd,0,2
ccbddaad,0,0
ddaddacd,1,1
dccddacd,0,2
ccabcabb,0,0
ddbadacd,1,1
ccadcbad,0,0
bbaddacd,0,0
cbabdaab,0,0
ccbdcaac,0,0
bcbacaab,0,0
cbaddaad,0,0
ccccdbab,0,0
baaddaad,0,0
ddbcdbcb,1,0
bbbdcaac,0,0
ccbbdaab,0,0
cbbdcaad,0,0
ddcbdacd,1,1
bcbbcabb,0,0
cbaddaad,0,0
dcbadabb,0,0
dbcddacd,0,2
cbabdabb,0,0
cbaddaad,0,0
cabacaab,0,0
dbcadacd,1,2
dacadacd,1,2
cdaddaad,1,0
cbadcaac,0,0
dcbbdacb,0,0
cbbddaad,0,0
dcccdaab,0,0
dccddbbd,0,0
cbaddaad,0,0
dbcdcacd,0,2
baabdcab,1,0
ccbbdabb,0,0
cbadcaac,0,0
ccaddaad,0,0
dbcbdacd,1,2
bbaddaad,0,0
cbbacaab,0,0
ccaadaab,0,0
ccaddaad,0,0
cbbadacb,0,0
ccbadaab,0,0
bcaadabb,0,0
ccbdcaad,0,0
cbbadabb,0,0
cccbdbab,0,0
cabddacd,0,0
cbaddcad,0,0
ddabdacd,1,1
ddbddacd,1,1
bbbdcaac,0,0
dbcdcacd,0,2
ddbbdacd,1,1
cbbbdaab,0,0
cbabdaab,0,0
cbaadaab,0,0
bbabdaab,0,0
bcbdcaad,0,0
ddaddacd,1,1
aaacdaab,0,0
bbabdabb,0,0
ccaadaab,0,0
dcbdcbbd,0,0
ddbadbcb,1,0
dccbdbcd,1,2
baadcaac,0,0
cdadcabd,1,0
ccbbdaab,0,0
bcaadaab,0,0
dccbdacd,1,2
baaddaad,0,0
dcaadbab,0,0
cdacdabb,1,0
cccbdaab,0,0
ccaadabb,0,0
baadcaac,0,0
bcadcabd,0,0
dacdcacd,1,2
ddaddacd,1,1
dbcbdaab,0,0
dbcbdacd,1,2
ddbddabd,1,0
bbaddaad,0,0
ddcadbcd,1,2
ddaddacd,1,1
bbbbdaab,0,0
cdbddaad,1,0
acaddaad,0,0
dbbdbaac,0,0
bbabcaab,0,0
abadcaac,0,0
cbbadaab,0,0
ddaddacd,1,1
baabdaab,0,0
abaacaaa,0,0
ccbadaab,0,0
bbbbdaab,0,0
dbcddacd,0,0
ccbdcaad,0,0
bbbccaab,0,0
ddaadacd,1,1
cbbadaab,0,0
ddbbdcab,1,0
cbbdcaac,0,0
cbaddabd,0,0
dcaacabb,0,0
caadcaac,0,0
ddabdacd,1,1
ddaddacd,1,1
bbbbdaab,0,0
cabdcaad,0,0
ccbddabd,0,0
cbadcaad,0,0
dccddbcd,0,2
bdadcabc,1,0
dcaddaad,0,0
ddbbdaab,1,0
bbbbdaab,0,0
ddabdacc,1,1
dbcadacd,1,2
ddbcdacd,1,1
ccacdaad,0,0
dbbddaad,0,0
cbaddaad,0,0
caaccabb,0,0
ddabdacd,1,1
ccbddaad,0,0
ccbddaad,0,0
ddcbdacd,1,1
bcadcaac,0,0
cbaddaad,0,0
ccabdaab,0,0
dccadaab,0,0
cbaddaad,0,0
dbcbdacd,1,2
dccacacd,1,2
ababdaab,0,0
ccbddabd,0,0
ddbddaad,1,0
ddabdacd,1,1
cabddaad,0,0
dbcbdacd,1,2
cbcddabd,0,0
ddaddacd,1,1
cbbbcaab,0,0
bbbddabd,0,0
ddbddacd,1,1
bcbbdaab,0,0
cdbddaad,1,0
ccaddaad,0,0
cbaababa,0,0
bbaacaaa,0,0
cbbbcaab,0,0
cbaddaad,0,0
cbaddaad,0,0
bcbbdaab,0,0
ddaadacc,1,1
dccdcacd,0,2
cdbddabd,1,0
babcdaab,0,0
ddbddbad,1,0
dccbdacd,1,2
ddccdacd,1,1
caccdaab,0,0
ccbddaad,0,0
dcbadaab,0,0
cbabdaab,0,0
bcbddaad,0,0
ccaddaad,0,0
cbadcaac,0,0
ddbddacd,1,1
ccbdcaad,0,0
cdbddaad,1,0
babdcaad,0,0
cbaadaab,0,0
ccaadaab,0,0
bcadcaad,0,0
abaddaac,0,0
cdbddaad,1,0
cabbdaab,0,0
bbaddaad,0,0
cbaadabb,0,0
ccadcaad,0,0
cbbddabd,0,0
ddbcdbbb,1,0
cdbddabd,1,0
dbcadacd,1,2
dbcbdacd,1,2
dbbbcbab,0,0
ddcdcacd,1,2
caadcaac,0,0
dbcbdacd,1,2
ddbdbaac,1,0
babbdaab,0,0
bbbddabd,0,0
abaddbbc,1,0
dbbbdabb,0,0
ddbddacd,1,1
cbbbdaab,0,0
bbaddaad,0,0
ccbddaad,0,0
dbcadaab,0,0
dbcddacd,0,2
ddaadacd,1,1
dcaddcbd,0,0
dbcddacd,0,2
cccddaad,0,0
bbbdcaac,0,0
ddbcdbbb,1,0
ddccdacd,1,1
bbcbdaab,0,0
ddabcaab,1,0
ccaddaac,0,0
baaacaab,0,0
ddcacacd,1,2
dbaddaad,0,0
cbcadaab,0,0
ccbddaad,0,0
dbabdabb,0,0
dbbbdaab,0,0
bbaddaad,0,0
dbadcabd,0,0
dbcddbcd,0,2
bbbadaab,0,0
ccbbdaab,0,0
ccbbdbab,0,0
cdbdcbac,1,0
ccbddaad,0,0
cbbddabd,0,0
cdbcdabb,1,0
cbccdabb,0,0
daaddaac,0,0
cdbbdaab,1,0
bbaddaad,0,0
ddbdcbad,1,0
bbbbdaab,0,0
caaadaab,0,0
bcbddaad,0,0
dbcbdbbb,0,0
caabdaab,0,0
cbaddaad,0,0
dacbcacd,1,2
dbcccaab,0,0
bbbccaab,0,0
bcabcaab,0,0
caaadaab,0,0
dccdcacd,0,2
ddbbdacd,1,1
bbbddaad,0,0
dcaadacb,0,0
cbcddaad,0,0
ddbbdcab,1,0
ddabdaab,1,0
dbcacacd,1,2
dbcddacd,0,2
cbaddaad,0,0
bbabcaab,0,0
bcbacaaa,0,0
cbbddaad,0,0
cbbbdaab,0,0
cccddaad,0,0
dccdcacd,0,2
ddaddacd,1,1
abbddaad,0,0
cbbbdaab,0,0
cbbadcab,0,0
bbaadaab,0,0
cbabdabb,0,0
dbcadacd,1,2
bcbddaad,0,0
acadbaac,0,0
caadcaac,0,0
cbbbdaab,0,0
cbaddaad,0,0
ccbcdaac,0,0
cccadabb,0,0
bbbddaad,0,0
ddbddabd,1,0
dcabcbab,0,0
bcadcaac,0,0
ccbbcabb,0,0
baaacaaa,0,0
dbcddacd,0,2
babddaad,0,0
dbcbdacd,1,2
cbbddaad,0,0
ddbadcab,1,0
bbbdcaad,0,0
dcbbdbbb,0,0
ccbacabb,0,0
baaddabd,0,0
cbadcaac,0,0
ccabdaab,0,0
ccbbdaab,0,0
ddbbdaab,1,0
dcbddabd,0,0
abbddaad,0,0
cbacdabb,0,0
bbbbdaab,0,0
dbccdbab,0,0
bcadcabd,0,0
cbbacaab,0,0
ccbacbab,0,0
dccddbcd,0,2
dacddacd,1,2
ddbcdccb,1,0
ccbddaad,0,0
dcbcdaab,0,0
ccbbdaab,0,0
cbbddaad,0,0
cbabdbab,0,0
ddbddcbd,1,0
cbaddaad,0,0
cbaacabb,0,0
cbadcaad,0,0
ccaddaad,0,0
bbaddaad,0,0
dccadacd,1,2
cabcdaab,0,0
babddaad,0,0
ddbddaad,1,0
cbbccaac,0,0
dcadccad,0,0
bbbddaad,0,0
cccddaad,0,0
ddaddabd,1,0
dbaadabb,0,0
ccbadaab,0,0
ddaddacd,1,1
dcbbdbbb,0,0
cbaacbbb,0,0
cbaddbad,0,0
ccbadaab,0,0
ccbddbad,0,0
bcadcaac,0,0
ccaadaab,0,0
cbbbdabb,0,0
cbbbdaab,0,0
cbbbdabb,0,0
ddbbdabb,1,0
ddbbdacd,1,1
ddbbdacd,1,1
cbabcaab,0,0
ccabdaab,0,0
ccbbdaab,0,0
acaccaab,0,0
daaddaad,0,0
bcaddaad,0,0
cbabcaab,0,0
cbbbdbab,0,0
ccaddcad,0,0
cbbadaab,0,0
ddaadacd,1,1
bcadcacd,0,0
ccbddabd,0,0
bbcdcabc,0,0
ccabdbab,0,0
dbcddacd,0,2
ccbadaab,0,0
cbbadbab,0,0
cdbddaad,1,0
dbadcaac,0,0
ddbddaad,1,0
ccbbdabb,0,0
aaaddaad,0,0
dbcdcacd,0,2
ddacdacc,1,1
dcaddcbd,0,0
bcadcaac,0,0
bbaddaad,0,0
ccaddabd,0,0
bcabdaab,0,0
ccaadaab,0,0
bdaacaab,1,0
cdabcaab,1,0
cbaadaab,0,0
dbabdabb,0,0
bbabcaaa,0,0
ddacdacd,1,1
abaddaad,0,0
cbbbdabb,0,0
ddcbdbcd,1,2
